title,year,doi
A quiet ego quiets death anxiety: humility as an existential anxiety buffer.,2014,10.1037/a0035814
Boring but important: a self-transcendent purpose for learning fosters academic self-regulation.,2014,10.1037/a0037637
"Visualizing minimal ingroup and outgroup faces: implications for impressions, attitudes, and behavior.",2014,10.1037/a0036498
How decisions happen: focal points and blind spots in interdependent decision making.,2014,10.1037/a0035351
Personality and prosocial behavior: linking basic traits and social value orientations.,2014,10.1037/a0036074
Influences of gender identity on children's maltreatment of gender-nonconforming peers: a person × target analysis of aggression.,2014,10.1037/a0036037
"The far-reaching effects of believing people can change: implicit theories of personality shape stress, health, and achievement during adolescence.",2014,10.1037/a0036335
Evidence for the social role theory of stereotype content: observations of groups' roles shape stereotypes.,2014,10.1037/a0037215
Sense of control under uncertainty depends on people's childhood environment: a life history theory approach.,2014,10.1037/a0037398
Interdependent self-construals mitigate the fear of death and augment the willingness to become a martyr.,2014,10.1037/a0036675
The psychology of martyrdom: making the ultimate sacrifice in the name of a cause.,2014,10.1037/a0036855
"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",2014,10.1037/a0036089
"Contemplating the ultimate sacrifice: identity fusion channels pro-group affect, cognition, and moral decision making.",2014,10.1037/a0035809
Embodied motivation: using a goal systems framework to understand the preference for social and physical warmth.,2014,10.1037/a0038153
Solution aversion: On the relation between ideology and motivated disbelief.,2014,10.1037/a0037963
The relationship between materialism and personal well-being: A meta-analysis.,2014,10.1037/a0037409
Automatic effort mobilization and the principle of resource conservation: one can only prime the possible and justified.,2013,10.1037/a0031995
Perspective taking and automatic intergroup evaluation change: testing an associative self-anchoring account.,2013,10.1037/a0031999
Isms dimensions: toward a more comprehensive and integrative model of belief-system components.,2013,10.1037/a0031968
The Self- and Other-Interest Inventory.,2013,10.1037/a0033483
"Approach temperament, anger, and evaluation: resolving a paradox.",2013,10.1037/a0033046
Two ways to the top: evidence that dominance and prestige are distinct yet viable avenues to social rank and influence.,2013,10.1037/a0030398
The behavioral correlates of overall and distinctive life history strategy.,2013,10.1037/a0033772
The development of personality extremity from childhood to adolescence: relations to internalizing and externalizing problems.,2013,10.1037/a0034441
The wishful memory of interpersonal responsiveness.,2013,10.1037/a0030422
The dual lens model: a comprehensive framework for understanding self-other agreement of personality judgments at zero acquaintance.,2013,10.1037/a0030383
I'm like you and you're like me: social projection and self-stereotyping both help explain self-other correspondence.,2013,10.1037/a0031017
"Getting better with age: the relationship between age, acceptance, and negative affect.",2013,10.1037/a0031180
Simulating social dilemmas: promoting cooperative behavior through imagined group discussion.,2013,10.1037/a0031233
Personality types in childhood: relations to latent trajectory classes of problem behavior and overreactive parenting across the transition into adolescence.,2013,10.1037/a0031184
All roads lead to Rome: the impact of multiple attainment means on motivation.,2013,10.1037/a0031039
"Inferring a partner's ideal discrepancies: accuracy, projection, and the communicative role of interpersonal behavior.",2013,10.1037/a0033009
"Attitudes without objects: evidence for a dispositional attitude, its measurement, and its consequences.",2013,10.1037/a0032282
"The regional distribution and correlates of an entrepreneurship-prone personality profile in the United States, Germany, and the United Kingdom: a socioecological perspective.",2013,10.1037/a0032275
Collective narcissism moderates the effect of in-group image threat on intergroup hostility.,2013,10.1037/a0032215
Music through the ages: Trends in musical engagement and preferences from adolescence through middle adulthood.,2013,10.1037/a0033770
What happens why? Psychological distance and focusing on causes versus consequences of events.,2013,10.1037/a0031024
Accuracy and consensus in judgments of trustworthiness from faces: behavioral and neural correlates.,2013,10.1037/a0031050
Optimistic expectations in early marriage: a resource or vulnerability for adaptive relationship functioning?,2013,10.1037/a0032600
Loving freedom: concerns with promotion or prevention and the role of autonomy in relationship well-being.,2013,10.1037/a0032503
Personality development from adolescence to emerging adulthood: linking trajectories of ego development to the family context and identity formation.,2013,10.1037/a0030070
Does life seem better on a sunny day? Examining the association between daily weather conditions and life satisfaction judgments.,2013,10.1037/a0032124
Rising income and the subjective well-being of nations.,2013,10.1037/a0030487
The politics of gaydar: ideological differences in the use of gendered cues in categorizing sexual orientation.,2013,10.1037/a0031187
From the bedroom to the budget deficit: mate competition changes men's attitudes toward economic redistribution.,2013,10.1037/a0033808
Buffering attachment-related avoidance: softening emotional and behavioral defenses during conflict discussions.,2013,10.1037/a0031798
Settling for less out of fear of being single.,2013,10.1037/a0034628
Oppositional identities: dissimilarities in how women and men experience parent versus professional roles.,2013,10.1037/a0032681
For whom do the ends justify the means? Social class and utilitarian moral judgment.,2013,10.1037/a0030931
Psychological foundations of xenophilia: the role of major personality traits in predicting favorable attitudes toward cross-cultural contact and exploration.,2013,10.1037/a0033488
Unconscious processes improve lie detection.,2013,10.1037/a0034352
Do the disadvantaged legitimize the social system? A large-scale test of the status-legitimacy hypothesis.,2013,10.1037/a0031751
Presumed fair: ironic effects of organizational diversity structures.,2013,10.1037/a0030838
When distrust frees your mind: the stereotype-reducing effects of distrust.,2013,10.1037/a0033170
Mate preferences do predict attraction and choices in the early stages of mate selection.,2013,10.1037/a0033777
Internalizing the closet: concealment heightens the cognitive distinction between public and private selves.,2013,10.1037/a0031179
Concern over the misidentification of sexual orientation: social contagion and the avoidance of sexual minorities.,2013,10.1037/a0034145
Prosocial Spending and Well-Being: Cross-Cultural Evidence for a Psychological Universal,2013,10.1037/a0031578
Predicting ethnic and racial discrimination: a meta-analysis of IAT criterion studies.,2013,10.1037/a0032734
Buyer's remorse or missed opportunity? Differential regrets for material and experiential purchases.,2012,10.1037/a0024999
Turn down the volume or change the channel? Emotional effects of detached versus positive reappraisal.,2012,10.1037/a0029208
Why group apologies succeed and fail: intergroup forgiveness and the role of primary and secondary emotions.,2012,10.1037/a0024838
Longitudinal impact of parental and adolescent personality on parenting.,2012,10.1037/a0025254
In perfect harmony: synchronizing the self to activated social categories.,2012,10.1037/a0025970
Visual perspective influences the use of metacognitive information in temporal comparisons.,2012,10.1037/a0026106
To have and to hold: gratitude promotes relationship maintenance in intimate bonds.,2012,10.1037/a0028723
Leveraging member expertise to improve knowledge transfer and demonstrability in groups.,2012,10.1037/a0025566
Memory lane and morality: how childhood memories promote prosocial behavior.,2012,10.1037/a0026565
"Boosting beauty in an economic decline: mating, spending, and the lipstick effect.",2012,10.1037/a0028657
The role of prevention focus under stereotype threat: Initial cognitive mobilization is followed by depletion.,2012,10.1037/a0027678
Is racial bias malleable? Whites' lay theories of racial bias predict divergent strategies for interracial interactions.,2012,10.1037/a0028237
Individual differences in ideological attitudes and prejudice: evidence from peer-report data.,2012,10.1037/a0028706
How sex puts you in gendered shoes: sexuality-priming leads to gender-based self-perception and behavior.,2012,10.1037/a0028121
Analysis of sensitive questions across cultures: an application of multigroup item randomized response theory to sexual attitudes and behavior.,2012,10.1037/a0029394
Binds and bounds of communion: effects of interpersonal values on assumed similarity of self and others.,2012,10.1037/a0029422
"Sex begets violence: mating motives, social dominance, and physical aggression in men.",2012,10.1037/a0029428
Measuring up: the unique emotional and regulatory outcomes of different perceived partner-ideal discrepancies in romantic relationships.,2012,10.1037/a0029054
"When nasty breeds nice: threats of violence amplify agreeableness at national, individual, and situational levels.",2012,10.1037/A0029140
Can everyone become highly intelligent? Cultural differences in and societal consequences of beliefs about the universal potential for intelligence.,2012,10.1037/a0029263
Stereotypes of age differences in personality traits: universal and accurate?,2012,10.1037/a0029712
Collectivism and the meaning of suffering.,2012,10.1037/a0030382
Experiences and interpersonal consequences of hurt feelings and anger.,2012,10.1037/a0030064
Fearless dominance and the U.S. presidency: implications of psychopathic personality traits for successful and unsuccessful political leadership.,2012,10.1037/a0029392
Flustered and faithful: embarrassment as a signal of prosociality.,2012,10.1037/a0025403
Uneasy lies the head that wears the crown: the link between guilt proneness and leadership.,2012,10.1037/a0028127
The consequences of chronic stereotype threat: domain disidentification and abandonment.,2012,10.1037/a0029120
The origins of deference: when do people prefer lower status?,2012,10.1037/a0027409
How sweet it is to be loved by you: the role of perceived regard in the terror management of close relationships.,2012,10.1037/a0025947
Beyond gains and losses: the effect of need on risky choice in framed decisions.,2012,10.1037/a0027855
Culture and the body: East-West differences in visceral perception.,2012,10.1037/a0027010
Culture and the distinctiveness motive: constructing identity in individualistic and collectivistic contexts.,2012,10.1037/a0026853
A dual-motive model of scapegoating: displacing blame to reduce guilt or increase control.,2012,10.1037/a0027413
Mere belonging: the power of social connections.,2012,10.1037/a0025731
Paying for positive group esteem: how inequity frames affect whites' responses to redistributive policies.,2012,10.1037/a0024598
Unseen disadvantage: how American universities' focus on independence undermines the academic performance of first-generation college students.,2012,10.1037/a0027143
"The fluency of social hierarchy: the ease with which hierarchical relationships are seen, remembered, learned, and liked.",2012,10.1037/a0025345
Accuracy and artifact: reexamining the intensity bias in affective forecasting.,2012,10.1037/A0029544
Differentiating the effects of status and power: a justice perspective.,2012,10.1037/a0026651
Living into the story: agency and coherence in a longitudinal study of narrative identity development and mental health over the course of psychotherapy.,2012,10.1037/a0025289
Economic decision biases and fundamental motivations: how mating and self-protection alter loss aversion.,2012,10.1037/a0025844
Changing beliefs and behavior through experience-taking.,2012,10.1037/a0027525
Subjective well-being and adaptation to life events: a meta-analysis.,2012,10.1037/a0025948
Holistic person processing: faces with bodies tell the whole story.,2012,10.1037/a0027411
Coalition or derogation? How perceived discrimination influences intraminority intergroup relations.,2012,10.1037/a0026481
"Prosociality: the contribution of traits, values, and self-efficacy beliefs.",2012,10.1037/a0025626
Primed interference: the cognitive and behavioral costs of an incongruity between chronic and primed motivational orientations.,2012,10.1037/a0027594
Attachment orientations and depression: a longitudinal study of new parents.,2011,10.1037/a0022802
"Goal adjustment capacities, coping, and subjective well-being: the sample case of caregiving for a family member with mental illness.",2011,10.1037/a0022873
Are cross-cultural comparisons of personality profiles meaningful? Differential item and facet functioning in the Revised NEO Personality Inventory.,2011,10.1037/a0025290
Community perception: the ability to assess the safety of unfamiliar neighborhoods and respond adaptively.,2011,10.1037/a0022803
"For my eyes only: gaze control, enmeshment, and relationship quality.",2011,10.1037/a0021714
Caution: fragile! Regulating the interpersonal security of chronically insecure partners.,2011,10.1037/a0021655
At the intersection of culture and religion: a cultural analysis of religion's implications for secondary control and social affiliation.,2011,10.1037/a0021849
Only because I love you: why people make and why they break promises in romantic relationships.,2011,10.1037/a0021857
The costs and benefits of sexism: resistance to influence during relationship conflict.,2011,10.1037/a0022727
Cohort differences in Big Five personality factors over a period of 25 years.,2011,10.1037/a0022874
Positively biased appraisals in everyday life: when do they benefit mental health and when do they harm it?,2011,10.1037/a0023332
In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,2011,10.1037/A0023232
"The ""CEO"" of women's work lives: how Big Five Conscientiousness, Extraversion, and Openness predict 50 years of work experiences in a changing sociocultural context.",2011,10.1037/a0024290
Stepping back to see the big picture: when obstacles elicit global processing.,2011,10.1037/a0025013
Must psychologists change the way they analyze their data?,2011,10.1037/a0024777
Seeing failure in your life: Imagery perspective determines whether self-esteem shapes reactions to recalled and imagined failure.,2011,10.1037/a0026105
Development of personality and the remission and onset of personality pathology.,2011,10.1037/a0025557
Cultural conditioning: understanding interpersonal accommodation in India and the United States in terms of the modal characteristics of interpersonal influence situations.,2011,10.1037/a0021083
Self-compassion and relationship maintenance: the moderating roles of conscientiousness and gender.,2011,10.1037/a0021884
Matters of the variable heart: respiratory sinus arrhythmia response to marital interaction and associations with marital quality.,2011,10.1037/a0021136
A social relations model of observed family negativity and positivity using a genetically informative sample.,2011,10.1037/a0020931
Affective influences on self-disclosure: mood effects on the intimacy and reciprocity of disclosing personal information.,2011,10.1037/a0021129
Counterfactual potency.,2011,10.1037/a0021523
"Within- and between-culture variation: individual differences and the cultural logics of honor, face, and dignity cultures.",2011,10.1037/a0022151
"On the benign qualities of behavioral disinhibition: because of the prosocial nature of people, behavioral disinhibition can weaken pleasure with getting more than you deserve.",2011,10.1037/a0023556
Biased allocation of faces to social categories.,2011,10.1037/a0023026
Action embellishment: an intention bias in the perception of success.,2011,10.1037/a0023231
Understanding emotional transitions: the interpersonal consequences of changing emotions in negotiations.,2011,10.1037/a0023545
"A random walk down university avenue: life paths, life events, and personality trait change at the transition to university life.",2011,10.1037/a0023743
On the psychology of time in action: regulatory mode orientations and procrastination.,2011,10.1037/a0025943
Social power facilitates the effect of prosocial orientation on empathic accuracy.,2011,10.1037/a0023171
Personality and obesity across the adult life span.,2011,10.1037/a0024286
Seeking security or growth: a regulatory focus perspective on motivations in romantic relationships.,2011,10.1037/a0025012
Do you believe in atheists? Distrust is central to anti-atheist prejudice.,2011,10.1037/a0025882
Introducing the GASP scale: a new measure of guilt and shame proneness.,2011,10.1037/a0022641
Moral identity and the experience of moral elevation in response to acts of uncommon goodness.,2011,10.1037/a0022540
Implicit and explicit preferences for physical attractiveness in a romantic partner: a double dissociation in predictive validity.,2011,10.1037/a0024061
"What is more important for national well-being: money or autonomy? A meta-analysis of well-being, burnout, and anxiety across 63 societies.",2011,10.1037/a0023663
Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,2011,10.1037/a0021562
More than a body: mind perception and the nature of objectification.,2011,10.1037/a0025883
"Self-subjugation among women: exposure to sexist ideology, self-objectification, and the protective function of the need to avoid closure.",2011,10.1037/a0021864
Target adjustment and self-other agreement: utilizing trait observability to disentangle judgeability and self-knowledge.,2011,10.1037/a0023782
Environmental contingency in life history strategies: the influence of mortality and socioeconomic status on reproductive timing.,2011,10.1037/a0021082
Meta-insight: do people really know how others see them?,2011,10.1037/a0024297
The integration of agency and communion in moral personality: Evidence of enlightened self-interest.,2011,10.1037/a0023780
Needs and subjective well-being around the world.,2011,10.1037/a0023779
Further evidence for mixed emotions.,2011,10.1037/a0021846
The multifinality constraints effect: how goal multiplicity narrows the means set to a focal end.,2011,10.1037/a0022980
Mapping the moral domain.,2011,10.1037/a0021847
The impact of positive mood on trust in interpersonal and intergroup interactions.,2010,10.1037/a0017344
For God (or) country: the hydraulic relation between government instability and belief in religious sources of control.,2010,10.1037/a0021140
The pushes and pulls of close relationships: attachment insecurities and relational ambivalence.,2010,10.1037/a0017366
When inequality matters: the effect of inequality frames on academic engagement.,2010,10.1037/a0017926
"Now you see it, now you don't: interests, issues, and psychological distance in integrative negotiation.",2010,10.1037/a0017879
Reactions to ethnic deviance: The role of backlash in racial stereotype maintenance.,2010,10.1037/a0018304
Shifting closeness: interpersonal effects of personal goal progress.,2010,10.1037/a0018581
"Perceiving others' personalities: examining the dimensionality, assumed similarity to the self, and stability of perceiver effects.",2010,10.1037/a0017057
The schema-driven chameleon: how mimicry affects executive and self-regulatory resources.,2010,10.1037/a0017629
Emotion guided threat detection: expecting guns where there are none.,2010,10.1037/a0020665
The letter of recommendation effect in informant ratings of personality.,2010,10.1037/a0018771
Toward a person x situation model of sexual risk-taking behaviors: illuminating the conditional effects of traits across sexual situations and relationship contexts.,2010,10.1037/a0017785
The essential tension between leadership and power: when leaders sacrifice group goals for the sake of self-interest.,2010,10.1037/a0018559
Reactive approach motivation (RAM) for religion.,2010,10.1037/a0019702
Victim entitlement to behave selfishly.,2010,10.1037/a0017168
The doormat effect: when forgiving erodes self-respect and self-concept clarity.,2010,10.1037/a0017838
Naïve theories of causal force and compression of elapsed time judgments.,2010,10.1037/a0019261
Mere social categorization modulates identification of facial expressions of emotion.,2010,10.1037/a0020400
The negation bias: when negations signal stereotypic expectancies.,2010,10.1037/a0020861
"""We are people"": ingroup humanization as an existential defense.",2010,10.1037/a0017658
It was meant to happen: explaining cultural variations in fate attributions.,2010,10.1037/a0019141
"Flexibility now, consistency later: psychological distance and construal shape evaluative responding.",2010,10.1037/a0019843
Politeness and psychological distance: a construal level perspective.,2010,10.1037/a0016960
The effect of accuracy motivation on anchoring and adjustment: do people adjust from provided anchors?,2010,10.1037/a0021540
Making sense by making sentient: effectance motivation increases anthropomorphism.,2010,10.1037/a0020240
Mediating between the muse and the masses: inspiration and the actualization of creative ideas.,2010,10.1037/a0017907
Self-esteem moderates neuroendocrine and psychological responses to interpersonal rejection.,2010,10.1037/a0017345
Deconstructing the better-than-average effect.,2010,10.1037/a0020959
Polling the face: prediction and consensus across cultures.,2010,10.1037/a0017673
Faith and unfaithfulness: can praying for your partner reduce infidelity?,2010,10.1037/a0019628
Membership status and subjective group dynamics: who triggers the black sheep effect?,2010,10.1037/a0018187
The regulatory function of self-esteem: testing the epistemic and acceptance signaling systems.,2010,10.1037/a0020310
Acceptance is in the eye of the beholder: self-esteem and motivated perceptions of acceptance from the opposite sex.,2010,10.1037/a0018558
Relationship influences on exploration in adulthood: the characteristics and function of a secure base.,2010,10.1037/a0016961
"Do you two know each other? Transitivity, homophily, and the need for (network) closure.",2010,10.1037/a0020961
An existential function of enemyship: evidence that people attribute influence to personal and political enemies to compensate for threats to control.,2010,10.1037/a0017457
"Creating good relationships: responsiveness, relationship quality, and interpersonal goals.",2010,10.1037/a0018186
How people see others is different from how people see themselves: a replicable pattern across cultures.,2010,10.1037/a0020963
Knowing others' preferences degrades the quality of group decisions.,2010,10.1037/a0017627
Culture and concepts of power.,2010,10.1037/a0019973
Inspiration and the promotion of well-being: tests of causality and mediation.,2010,10.1037/a0017906
Anxious uncertainty and reactive approach motivation (RAM).,2010,10.1037/a0019701
Negotiating gender roles: gender differences in assertive negotiating are mediated by women's fear of backlash and attenuated when negotiating on behalf of others.,2010,10.1037/a0017094
Why are narcissists so charming at first sight? Decoding the narcissism-popularity link at zero acquaintance.,2010,10.1037/a0016338
Significant others and contingencies of self-worth: activation and consequences of relationship-specific contingencies of self-worth.,2010,10.1037/a0016428
From what might have been to what must have been: counterfactual thinking creates meaning.,2010,10.1037/a0017905
"Residential mobility, well-being, and mortality.",2010,10.1037/a0019389
Feeling close: emotional intensity reduces perceived psychological distance.,2010,10.1037/a0019262
"Having less, giving more: the influence of social class on prosocial behavior.",2010,10.1037/a0020092
Unspoken cultural influence: exposure to and influence of nonverbal bias.,2009,10.1037/a0015642
Implicit misattribution as a mechanism underlying evaluative conditioning.,2009,10.1037/a0014747
Can self-verification strivings fully transcend the self-other barrier? Seeking verification of ingroup identities.,2009,10.1037/a0016358
When dreaming is believing: the (motivated) interpretation of dreams.,2009,10.1037/a0013264
The role of interpersonal perceptions in the prime-to-behavior pathway.,2009,10.1037/a0012959
The perceived diversity heuristic: the case of pseudodiversity.,2009,10.1037/a0013906
Tacit coordination in social dilemmas: the importance of having a common understanding.,2009,10.1037/a0012976
Narrating personality change.,2009,10.1037/a0014611
Contrast effects in priming paradigms: Implications for theory and research on implicit attitudes.,2009,10.1037/a0015844
On the respective contributions of awareness of unconditioned stimulus valence and unconditioned stimulus identity in attitude formation through evaluative conditioning.,2009,10.1037/a0016196
Seeking conversion versus advocating tolerance in the pursuit of social change.,2009,10.1037/a0016169
Applying the value of equality unequally: effects of value instantiations that vary in typicality.,2009,10.1037/a0016683
Source entitativity and the elaboration of persuasive messages: the roles of perceived efficacy and message discrepancy.,2009,10.1037/a0015450
You don't have to believe everything you read: background knowledge permits fast and efficient validation of information.,2009,10.1037/a0014038
Reactions to Decisions with Uncertain Consequences: Reliance on Perceived Fairness versus Predicted Outcomes Depends on Knowledge,2009,10.1037/a0013266
"Not all conscientiousness scales change alike: a multimethod, multisample study of age differences in the facets of conscientiousness.",2009,10.1037/a0014156
"""The part of me that you bring out"": ideal similarity and the Michelangelo phenomenon.",2009,10.1037/a0014016
Stereotype threat reinterpreted as a regulatory mismatch.,2009,10.1037/a0013463
Testing the mere effort account of the evaluation-performance relationship.,2009,10.1037/a0012878
Three types of shyness in Chinese children and the relation to effortful control.,2009,10.1037/a0016576
The relations between parents' Big Five personality factors and parenting: a meta-analytic review.,2009,10.1037/a0015823
Self-centered social exchange: differential use of costs versus benefits in prosocial reciprocity.,2009,10.1037/a0016233
Working for the self or working for the group: how self- versus group affirmation affects collective behavior in low-status groups.,2009,10.1037/a0013068
"Defensive helping: threat to group identity, ingroup identification, status stability, and common group identity as determinants of intergroup help-giving.",2009,10.1037/a0015968
"Work preferences, life values, and personal views of top math/science graduate students and the profoundly gifted: Developmental changes and gender differences during emerging adulthood and parenthood.",2009,10.1037/a0016030
"Where do you end and I begin? Evidence for anticipatory, motivated self-other integration between relationship partners.",2009,10.1037/a0013882
Personality and having children: a two-way relationship.,2009,10.1037/a0014058
The social costs of emotional suppression: a prospective study of the transition to college.,2009,10.1037/a0014755
The effect of the transition to parenthood on relationship quality: an 8-year prospective study.,2009,10.1037/a0013969
Reducing intergroup prejudice and conflict: a commentary.,2009,10.1037/a0014045
Reducing intergroup prejudice and conflict using the media: a field experiment in Rwanda.,2009,10.1037/a0011989
What's in a norm? Sources and processes of norm change.,2009,10.1037/a0014688
Regulating partners in intimate relationships: the costs and benefits of different communication strategies.,2009,10.1037/a0012961
Disentangling the effects of low self-esteem and stressful events on depression: findings from three longitudinal studies.,2009,10.1037/a0015645
Patterns and sources of adult personality development: growth curve analyses of the NEO PI-R scales in a longitudinal twin study.,2009,10.1037/a0015434
How chronic self-views influence (and mislead) self-assessments of task performance: self-views shape bottom-up experiences with the task.,2009,10.1037/a0017452
Spontaneous facial expressions of emotion of congenitally and noncongenitally blind individuals.,2009,10.1037/a0014037
"Fit to forgive: Exploring the interaction between regulatory focus, repentance, and forgiveness.",2009,10.1037/a0012882
Does self-threat promote social connection? The role of self-esteem and contingencies of self-worth.,2009,10.1037/a0013933
Ambient belonging: how stereotypical cues impact gender participation in computer science.,2009,10.1037/a0016239
"Changing, priming, and acting on values: effects via motivational relations in a circular model.",2009,10.1037/a0016420
"Promoting cooperation and trust in ""noisy"" situations: the power of generosity.",2009,10.1037/a0012823
Blowing in the (social) wind: implications of extrinsic esteem contingencies for terror management and health.,2009,10.1037/a0015182
Exploring the existential function of religion: the effect of religious fundamentalism and mortality salience on faith-based medical refusals.,2009,10.1037/a0015545
Social exclusion and early-stage interpersonal perception: selective attention to signs of acceptance.,2009,10.1037/a0014634
Distancing from experienced self: how global-versus-local perception affects estimation of psychological distance.,2009,10.1037/a0015671
"Social class, sense of control, and social explanation.",2009,10.1037/a0016357
"Big Five predictors of behavior and perceptions in initial dyadic interactions: personality similarity helps extraverts and introverts, but hurts ""disagreeables"".",2009,10.1037/a0015741
Maturation of personality in adolescence.,2009,10.1037/a0014746
Staying Positive in a Dystopian Future: A Novel Dissociation Between Personal and Collective Cognition,2018,10.1037/xge0000421
The Cost of Believing Emotions Are Uncontrollable: Youths’ Beliefs About Emotion Predict Emotion Regulation and Depressive Symptoms,2018,10.1037/xge0000396
"Experimental psychology generally, and the journal today.",2018,10.1037/xge0000439
Causal Strength Induction From Time Series Data,2018,10.1037/xge0000423
Rapid Visual Perception of Interracial Crowds: Racial Category Learning From Emotional Segregation,2018,10.1037/xge0000443
Tools Don’t—and Won’t—Make the Man: A Cognitive Look at the Future,2018,10.1037/xge0000432
Silence Is Golden: The Effect of Verbalization on Group Performance,2018,10.1037/xge0000456
It’s All About Gains: Risk Preferences in Problem Gambling,2018,10.1037/xge0000418
Thinking of Oneself as an Object of Observation Reduces Reliance on Metacognitive Information,2018,10.1037/xge0000440
What Doesn’t Kill You Makes You Stronger: Psychological Trauma and Its Relationship to Enhanced Memory Control,2018,10.1037/xge0000461
Need Depriving Effects of Financial Insecurity: Implications for Well-Being and Financial Behaviors,2018,10.1037/xge0000436
Investigating Masked Priming Along the “Vision-for-Perception” and “Vision-for-Action” Dimensions of Unconscious Processing,2018,10.1037/xge0000420
Visual-Tactile Selective Attention in Autism Spectrum Condition: An Increased Influence of Visual Distractors,2018,10.1037/xge0000425
Gaze-Based Signatures of Mind Wandering During Real-World Scene Processing,2018,10.1037/xge0000411
False Beliefs and Confabulation Can Lead to Lasting Changes in Political Attitudes,2018,10.1037/xge0000489
Oxytocin Modulates Charismatic Influence in Groups,2018,10.1037/xge0000375
The Effects of Bedtime Writing on Difficulty Falling Asleep: A Polysomnographic Study Comparing To-Do Lists and Completed Activity Lists,2018,10.1037/xge0000374
What You See Depends on What You Hear: Temporal Averaging and Crossmodal Integration,2018,10.1037/xge0000487
The Ego-Moving Metaphor of Time Relies on Visual Experience: No Representation of Time Along the Sagittal Space in the Blind,2018,10.1037/xge0000373
Differential Discounting and Present Impact of Past Information,2018,10.1037/xge0000372
Do We See It or Not? Sensory Attenuation in the Visual Domain,2018,10.1037/xge0000353
Atheist Horns and Religious Halos: Mental Representations of Atheists and Theists,2018,10.1037/xge0000376
Complementarity in False Memory Illusions,2018,10.1037/xge0000381
Effects of Affective Phonological Iconicity in Online Language Processing: Evidence From a Letter Search Task,2018,10.1037/xge0000499
Disassociating the Relation Between Parents’ Math Anxiety and Children’s Math Achievement: Long-Term Effects of a Math App Intervention,2018,10.1037/xge0000490
Learning Relational Concepts From Within- Versus Between-Category Comparisons,2018,10.1037/xge0000517
Groups at a Glance: Perceivers Infer Social Belonging in a Group Based on Perceptual Summaries of Sex Ratio,2018,10.1037/xge0000450
Cues to Stress Assignment in Reading Aloud,2018,10.1037/xge0000380
Perceptual But Not Complex Moral Judgments Can Be Biased by Exploiting the Dynamics of Eye-Gaze,2018,10.1037/xge0000386
Consequences for Peers Differentially Bias Computations About Risk Across Development,2018,10.1037/xge0000389
Attention Goes Both Ways: Shifting Attention Influences Lexical Decisions,2018,10.1037/xge0000388
When Reality Is Out of Focus: Can People Tell Whether Their Beliefs and Judgments Are Correct or Wrong?,2018,10.1037/xge0000397
"Robust, Replicable, and Theoretically-Grounded: A Response to Brown and Coyne’s (2017) Commentary on the Relationship Between Emodiversity and Health",2018,10.1037/xge0000400
Signaling Emotion and Reason in Cooperation,2018,10.1037/xge0000399
A Hierarchical Model of Visual Processing Simulates Neural Mechanisms Underlying Reflexive Attention,2018,10.1037/xge0000484
Acoustic Foundations of the Speech-to-Song Illusion,2018,10.1037/xge0000455
Fiction Reading Has a Small Positive Impact on Social Cognition: A Meta-Analysis,2018,10.1037/xge0000395
Denying Humanity: The Distinct Neural Correlates of Blatant Dehumanization,2018,10.1037/xge0000417
"The Limits of Learning: Exploration, Generalization, and the Development of Learning Traps",2018,10.1037/xge0000466
Do Smart People Have Better Intuitions?,2018,10.1037/xge0000457
A Multi-Method Multi-Trait Test of the Dual-Attitude Perspective,2018,10.1037/xge0000383
Moving Beyond Summary Scores: Decomposing Free Recall Performance to Understand Episodic Memory Deficits in Schizotypy,2018,10.1037/xge0000401
The Evil of Banality: When Choosing Between the Mundane Feels Like Choosing Between the Worst,2018,10.1037/xge0000433
Prior Exposure Increases Perceived Accuracy of Fake News,2018,10.1037/xge0000465
Culture and Problem-Solving: Congruency Between the Cultural Mindset of Individualism Versus Collectivism and Problem Type,2018,10.1037/xge0000444
Enhanced Pavlovian Aversive Conditioning to Positive Emotional Stimuli,2018,10.1037/xge0000424
Is Overconfidence a Motivated Bias? Experimental Evidence,2018,10.1037/xge0000500
Taxing Cognitive Capacities Reduces Choice Consistency Rather Than Preference: A Model-Based Test,2018,10.1037/xge0000403
Prospect Theory Reflects Selective Allocation of Attention,2018,10.1037/xge0000406
Down-Regulation of Love Feelings After a Romantic Break-Up: Self-Report and Electrophysiological Data,2018,10.1037/xge0000360
Role of Accentuation in the Selection/Rejection Task Framing Effect,2017,10.1037/xge0000277
Motor Experience Influences Object Knowledge,2017,10.1037/xge0000269
On the Prospect of Knowing: Providing Solutions Can Reduce Persistence,2017,10.1037/xge0000334
On the Failure to Notice That White People Are White: Generating and Testing Hypotheses in the Celebrity Guessing Game,2017,10.1037/xge0000243
Valence in context: Asymmetric reactions to realized gains and losses.,2017,10.1037/xge0000267
Charting the Expansion of Strategic Exploratory Behavior During Adolescence,2017,10.1037/xge0000250
Generalization From Newly Learned Words Reveals Structural Properties of the Human Reading System,2017,10.1037/xge0000257
Public Perception and Communication of Scientific Uncertainty,2017,10.1037/xge0000260
"Overdistribution Illusions: Categorical Judgments Produce Them, Confidence Ratings Reduce Them",2017,10.1037/xge0000242
